Username,Rating,Review,App,Sentiment
Pengguna Google,5,Ok bngettt,Tokopedia,Sangat Positif
Pengguna Google,1,"dari awal tahun, sampai sekarang kupon toko pedia cuma bebas ongkir aja.kalah jauuuh sama shopee dan lazada.",Tokopedia,Sangat Negatif
Pengguna Google,5,"saya suka banget... semoga terus menerus berupaya Agar lebih baik lagi, tidak mengecewakan dan menjadi yang terfavorit di INDONESIA. Terimakasih",Tokopedia,Sangat Positif
Pengguna Google,5,pake dari 2019,Tokopedia,Sangat Positif
Pengguna Google,3,"tolong diperbaiki, masa mau mesen via COD tidak bisa",Tokopedia,Netral
Pengguna Google,1,filenya terlalu besar,Tokopedia,Sangat Negatif
Pengguna Google,1,sepertinya tokped akan bangkrut bahkan lebih cepat jika tidak dirangkul oleh gojek... R.I.P,Tokopedia,Sangat Negatif
Pengguna Google,2,"dari dulu sempat jadi aplikasi belanja favorit, tapi akhir² ini di aplikasi sering gangguan terus sdh berbulan² tanpa ada perbaikan, jadi aku uninstall aja, berpindah ke apk toko sebelah.",Tokopedia,Negatif
Pengguna Google,2,hha aplikasinya jelek sekali,Tokopedia,Negatif
Pengguna Google,5,good excellent,Tokopedia,Sangat Positif
Pengguna Google,1,"kalo punya iklan yang bener dikit napa, udah iklan banyak, kikir lagi lu",Tokopedia,Sangat Negatif
Pengguna Google,1,"respon tokopedia care lambat, tidak ada pesa. diskusi pengembalian barang. tidak bisa berdiskusi tulisan nya aja yg diskusi, tapi diskusi tidak dihitung sebagai respon. penyelesaian pengembalian dana nya lama, tokopedia care pun nggak ngerespon",Tokopedia,Sangat Negatif
Pengguna Google,5,sangat bagus... dan bermanfaat untuk smua golongan,Tokopedia,Sangat Positif
Pengguna Google,1,"saya sudah sangat lama saya pengguna tokopedia,tetapi semakin kebelakang tambah kayak g di urus,mohon di band para penjual2 nakal sekarang, g kayak dulu beli di tokpet sangat di percaya sekarang merasa males dan pilih ke yg lain aja. contoh mohon batasi barang yg di proses penjual masak batal otomatis 9 hari dari aplikasinya,harusnymaksimal 2 hari/24jam wajib di kirim gitu(kecuali perjanjian barang PO) kita nunggu barang g di kirim2 diproses trus sampek batal otomastis 9 hari.. trimaksih TOKPET",Tokopedia,Sangat Negatif
Pengguna Google,2,"Ongkirnya gak ngotak, mahal bgt",Tokopedia,Negatif
Pengguna Google,1,"Transfer lewat atm jadi gk bisa, cod jg gk bisa(tidak tersedia untuk layanan ini)",Tokopedia,Sangat Negatif
Pengguna Google,5,sering kasih promo agar sering belanja terus,Tokopedia,Sangat Positif
Pengguna Google,5,ribet,Tokopedia,Sangat Positif
Pengguna Google,1,"ongkirnya mencekik, bisa 4x lipat bahkan lebih dari harga barang",Tokopedia,Sangat Negatif
Pengguna Google,5,semua nya oke terus tingkatkan agar bug yang lain nya kurang kemarin mau beli barang malah ga bisa di suruh refresh ulang tetap ga bisa,Tokopedia,Sangat Positif
Pengguna Google,1,"seharusnya maksimal waktu penjual merespon 2 hari. saya pesan barang, sudah 3 hari ""menunggu respon"" mau dibatalkan nunggu persetujuan penjual. Penjual di chat ga balas. otomatis batal 6 hari. terus kalau lebaran sudah mudik BAGAIMANA ??? JANGAN TAMBAH BODOH LAH",Tokopedia,Sangat Negatif
Pengguna Google,3,menu code di aplikasiku kok sudah gak ada min admin.,Tokopedia,Netral
Pengguna Google,2,pengguna Baru seperti saya mau belanja kok gak bisa cod pas mau di cek semua fitur pembayaran cod tidak muncul di mode pembayaran gimana donk,Tokopedia,Negatif
Pengguna Google,5,mudah dan simpel,Tokopedia,Sangat Positif
Pengguna Google,1,"admin tokopedia sangat lama dan plin plan dalam menentukan komplain paket salah kirim, muter muter ga jelas dalam mengecek dan analisanya padahal barbuk video dan foto sudah ada. komplain dari tgl 11 maret sampai tgl 22 maret belum ada keputusan dari admin tokopedia. tokopedia care juga sangat amat tidak berguna buat customer, mending di tutup saja. tolong lebih profesional lagi dalam menangani proses pembelian dan return.",Tokopedia,Sangat Negatif
Pengguna Google,5,bagus oke banget pokok nya josss,Tokopedia,Sangat Positif
Pengguna Google,5,mntapppp,Tokopedia,Sangat Positif
Pengguna Google,5,sangat mudah dan murah,Tokopedia,Sangat Positif
Pengguna Google,5,oke lbh mudah,Tokopedia,Sangat Positif
Pengguna Google,1,"Tokped Ribet klo lagi proses Pembatalan,tidak bisa jalan penengah antara penjual dan pembeli,,,, saya mengajukan pembatalan sampe skrng gantung kaga ada kejelasan,beda banget sama toko Oren respon nya cepat klo ada pembatalan....",Tokopedia,Sangat Negatif
Pengguna Google,5,belanja online di Tokopedia tidak ada yang tidak bisa semua oke barang TDK dtng uang bisa kembali lagi✍️😄 Oke deh.,Tokopedia,Sangat Positif
Pengguna Google,1,aplikasi yang memelihari scaming atau jangan jangan aplikasi ini yang scaming,Tokopedia,Sangat Negatif
Pengguna Google,1,paylater tidak bisa di gunakan,Tokopedia,Sangat Negatif
Pengguna Google,2,"saya mau membeli produk tembakau, rokok, rokok elektrik, dsb. dan tidak pernah bisa, lalu apa gunanya saya verifikasi data diri sampai informasi pribadi foto KTP dan foto selfie saya. giliran di web bisa tapi masa gak bisa pake kupon/promo, lalu buat apa saya langganan!!! sekarang jadi nya males belanja d sini. saran saya, tolong dipermudah lah belanja di sini kan sudah ""verifikasi"" harusnya sudah bisa kan gak perlu ribet harus buka web. tolong d pertimbangkan masa kalah sama toko sebelah?",Tokopedia,Negatif
Pengguna Google,1,udh 8 hari sama pelapak ga dicancel2 kacau masa mau nunggu 2 minggu,Tokopedia,Sangat Negatif
Pengguna Google,1,"aplikasi ini tempat berkerumunnya para penipu, tokopedia juga sepertinya tidak mau bertanggung jawab jika ada masalah/komplain dari konsumen.",Tokopedia,Sangat Negatif
Pengguna Google,4,toko pediq ek boh banget lee,Tokopedia,Positif
Pengguna Google,1,"Tokopedia semakin ke sini semakin membingungkan. Kasih promo diskon, klo diproses check out gak bisa, keterangan promo tidak berlaku, suruh lanjut belanja tanpa promo. Padahal S&K sudah terpenuhi. Promo palsu jadinya. Klo diskon gede dibatalkan sistem dgn alasan ada manipulasi transaksi, tp tidak bisa membuktikan, lawak....",Tokopedia,Sangat Negatif
Pengguna Google,5,terimakasih...👍,Tokopedia,Sangat Positif
Pengguna Google,5,"ngasi vocher gak niat, dipake gak bisa. banyak notif promo doang, makanya aku males belanja d sini kecuali liat barang2 dulu baru belanjanya d lazada yg nyata vochernya.",Tokopedia,Sangat Positif
Pengguna Google,2,Tokopedia tidak kompeten dana pembelian sy blm kembali padahal di situ sudah tertera maks tggl 21 dn in sudah tggl brp??? Tokopedia sngt tidak kompeten... sbagai pembeli sy sngt kcwa,Tokopedia,Negatif
Pengguna Google,5,tolong pengguna baru bisa langsung cod tidak harus bayar online,Tokopedia,Sangat Positif
Pengguna Google,1,apk nya lemot parahhhh gmna mau nyari barang cobaa di sentuh jga susahh anehhh,Tokopedia,Sangat Negatif
Pengguna Google,1,"Saya adalah pelanggan yg setia dg tokped tpi syg sy dikecewakan oleh beberapa hal yg seharusnya pembatalan dana bsa kembali langsung, tpi ini menunggu sampe 7 hari atau konfirmasi dri penjual, sdgkn dana bsa dipakai kembali utk berbelanja, mhn utk pelanggan yg lain dipikirkan kembali jika membeli d aplikasi ini krn pengembalian dana terlalu lama, lebih baik belanja d aplikasi oyeng dg sistem yg lebih baik,....",Tokopedia,Sangat Negatif
Pengguna Google,4,Pilihan pembayaran koq gk ada ya,Tokopedia,Positif
Pengguna Google,1,"Kacau, gak ada solusi yang tepat sama sekali terhadap masalah konsumen, dimana paket saya statusnya sudah diterima padahal paket tersebut nyasar alias diterima oleh orang lain. Saya sudah mengajukan complain, namun malah ditolak oleh admin tokped.",Tokopedia,Sangat Negatif
Pengguna Google,5,aplikasi nya ga ngeleg👍👍👍 ga kaya sebelah,Tokopedia,Sangat Positif
Pengguna Google,5,"enak sekali berbelanja di Tokopedia banyak voucher nya, semoga kedepannya selalu dapat voucher",Tokopedia,Sangat Positif
Pengguna Google,5,"Gak tau kenapa, setelah akuisisi dg tiktok, saya merasakan admin tokped tidak secekatan dulu. Dulu lebih cepat respon. Hati2 sepertinya akan kesalip dg shopee. Karena komplain retur di shopee sangat mudah. Bahkan berubah pikiran pun diakomodir dan uang kembali 100%. Ongkos kirim pun sepenuhnya ditanggung shopee. Klo gak berbenah, semakin ditinggal deh tokped. Semoga dibaca oleh tim head office tokped",Tokopedia,Sangat Positif
Pengguna Google,5,"sejauh ini , aplikasi nya masih bagus ,aman dan terpercaya",Tokopedia,Sangat Positif
Pengguna Google,5,Bagusss,Tokopedia,Sangat Positif
Pengguna Google,2,gimana sih setiap mau login ada aja kendala padahal koneksi nya bagus kode nya juga lama banget masuk mana waktunya 30 detik waktu tinggal 5 detik lgi baru tuh kode masuk ke sms,Tokopedia,Negatif
Pengguna Google,5,Toped top pisan euy .... 🇲🇨❤️🇲🇨💚🇲🇨,Tokopedia,Sangat Positif
Pengguna Google,3,"solusi komplain ' pesanan belum di terima' tidak jelas,pesanan datang nya lambat,seharusnya pesanan datang dg waktu minimal,bukan nya di suruh tunggu dg estimasi waktu maximal yg lamanya sampai 1 minggu lebih...payah jangan terlalu kebal dg kritik,tp perbaiki solusi kpd customer",Tokopedia,Netral
Pengguna Google,1,"order barang 2 hari gak ada kejelasan, ajukan pembatalan ditolak seller. lapor CS gak ada solusi... kecewa!!!",Tokopedia,Sangat Negatif
Pengguna Google,1,tdk rekomendas untuk pengiriman instan. mungkin klo ada yg lbh buruk dari bntang 1. sy akan pilih itu.,Tokopedia,Sangat Negatif
Pengguna Google,5,KEREN!!,Tokopedia,Sangat Positif
Pengguna Google,1,Satu bintang aja dulu untuk toko pedia,Tokopedia,Sangat Negatif
Pengguna Google,3,Hanya kurang satu tidak ada pelacak paket nya sampai di mana..,Tokopedia,Netral
Pengguna Google,1,pengembalian dana aja harus tertahan dulu bikin lama aja kalo lagi butuh gimana,Tokopedia,Sangat Negatif
Pengguna Google,3,kok paket nya ga Dateng² ya udah nunggu lama eh taunya paketnya balik ke penjual kecewa perasaan ga kaya gini udah lebih dari 3,Tokopedia,Netral
Pengguna Google,3,"Tolong untuk ekspedisi SAP lebih diperhatikan lagi, karna diantara ekspedisi yang lain cuma SAP yg kirim nya molor dari estimasi terus",Tokopedia,Netral
Pengguna Google,5,Keren dan bagus,Tokopedia,Sangat Positif
Pengguna Google,5,bagus💯💯💯,Tokopedia,Sangat Positif
Pengguna Google,5,sangat praktis dan barang sesuai dengan pesanan,Tokopedia,Sangat Positif
Pengguna Google,5,"selamat malam, minta tolong untuk metode pembayaran tidak muncul, dimohon untuk segera diperbaiki,, saya ingin melakukan transaksi pembayaran, tapi dikarenakan ada kendala yg saya sebutkan diatas, jadi saya bolak2 keluar masuk app nya, ngecek apa ada masalah. tetap tidak muncul,, atas perhatiannya terimakasih",Tokopedia,Sangat Positif
Pengguna Google,5,Dengan adanya..toko pedia belanja jadi mudah..,Tokopedia,Sangat Positif
Pengguna Google,1,"Tanggal 17 Maret yang lalu menjadi pengalaman pertama saya memesan barang di Tokopedia. Namun, ini juga sekaligus menjadi pengalaman buruk saya dalam berbelanja secara online. Pelayanan ekspedisi pengiriman barangnya sangat lamban, sampai saya harus menunggu sampai berhari-hari, tetapi pesanan saya tidak juga tiba di alamat saya. Pihak toko juga sangat pasif jika diminta keterangan mengenai pesanan saya. Ujung-ujungnya, tidak ada kejelasan, bahkan pengajuan pembatalan juga tidak bisa dilakukan.",Tokopedia,Sangat Negatif
Pengguna Google,2,Fitur COD masih belum aktif di semua Toko,Tokopedia,Negatif
Pengguna Google,5,wOW,Tokopedia,Sangat Positif
Pengguna Google,5,sangat bermanfaat bagi kita,Tokopedia,Sangat Positif
Pengguna Google,3,ongkir udh mahal ke aceh,Tokopedia,Netral
Pengguna Google,4,Mudah digunakan,Tokopedia,Positif
Pengguna Google,1,"Fake application, this application provide seller to cheat an costumer or buyer",Tokopedia,Sangat Negatif
Pengguna Google,1,driver kurir instant lama pick barangnya,Tokopedia,Sangat Negatif
Pengguna Google,5,makasih banyak,Tokopedia,Sangat Positif
Pengguna Google,5,toko pedia selalu membantu dalam belanja online jadi saya sangat suka Tokopedia mantap okkkkeeeeeee,Tokopedia,Sangat Positif
Pengguna Google,5,bismillah coba download 😁,Tokopedia,Sangat Positif
Pengguna Google,1,"Saya membeli kartu nmr cantik di toko Selenahourse, pihak seller menipu dengan memberikan nomor tidak aktif. Lalu seller beralasan harus konfirmasi terima dan kasih rating terlebih dahulu, lalu nanti nomornya akan diaktifkan dalam seminggu. Namun setelah seminggu nomor tidak juga aktif, dichat tidak ad respon. Ternyata sudah banyak korban penipuan yang dilakukan. Harap admin Tokopedia melacaknya dan melaporkannya.",Tokopedia,Sangat Negatif
Pengguna Google,2,"kasih dua bintang dulu, kalau memuaskan saya tambah 3 jdi 5",Tokopedia,Negatif
Pengguna Google,1,"saya beli paket pakai pengiriman instan, kok di masukin samday. saya bayar mahal loh buat pengiriman instan",Tokopedia,Sangat Negatif
Pengguna Google,1,SUSAH KALI SI BELI LIQUID VAPE DISINI BANYAK ATURAN DI WEB GK BISA DI BUKA DI APK GK ADA GK JELASSS!!,Tokopedia,Sangat Negatif
Pengguna Google,2,"Rajin update makin ga enak aplinya, ga ada tanda hijau seller aktif & tanda transaksi, please STOP gaya "" an.",Tokopedia,Negatif
Pengguna Google,5,sangat puas belanja kerena barang y bagus2 dan gak bikin kecewa semoga sukses terus Tokopedia☺️,Tokopedia,Sangat Positif
Pengguna Google,1,"Kenapa akun saya hilang ya pas login kembali, padahal ada saldonya. Malah terdeteksi sebagai pengguna baru. Ini aplikasi semakin tidak jelas & sorry bintang 1 sudah layak karena beberapa kali mengecewakan",Tokopedia,Sangat Negatif
Pengguna Google,5,"Transaksi mudah, pembayaran bisa terhubung ke akun Gopay",Tokopedia,Sangat Positif
Pengguna Google,1,KEMBALIKAN FITUR HAPUS CHAT DENGAN TOKO PENJUAL !! jadi banyak chat sampah kalau tidk ada fitur ini 😡,Tokopedia,Sangat Negatif
Pengguna Google,5,"dengan adanya lapak Tokopedia , jadi mudah dan gampang untuk belanja . maju terus Tokopedia",Tokopedia,Sangat Positif
Pengguna Google,5,contact customer care kemana ya? mau ubah email karena yahoo sudh tidak bisa di akses,Tokopedia,Sangat Positif
Pengguna Google,1,"payment via qris sukses,tapi di daftar pesanan pada aplikasi Tokopedia tidak muncul. uang tak kunjung refund pula. pengajuan keluhan di CS juga tidak di tanggapi sampai skrng.",Tokopedia,Sangat Negatif
Pengguna Google,1,"sengaja instal krn ada promo untuk pengguna baru, sekalinya instal lngsung menyesal. semua penjual di tokopedia gtw ada penyakit apa sama semua lama kirim barang. ckckckckc seandainya barang yg dipke ubtuk org2 sakit kritis. orgnya sdh meninggal barangnya blm di packing penjual ampun. kalah jauh sama orens, vreeT",Tokopedia,Sangat Negatif
Pengguna Google,1,"baru coba mauu co ehh malah voucher nya ilang dan tiba tiba ada ganggua dirumah toped, cs bales lama, pokoknya kecewa beratt, lain kali diperbaiki dong jujur sedih dan kecewa banget padahaal ak pengguna baru, kenapa sih hal sekecil ini aja harus bohong?",Tokopedia,Sangat Negatif
Pengguna Google,1,"pesanan di proses telat estimasi datang 19-21 tapi masih menunggu kurir (sudah melewati estimasi) padahal deket, pelayan seller buruk dan tidak profesional seperti tidak niat jualan, voucher pengguna baru tidak kembali.",Tokopedia,Sangat Negatif
Pengguna Google,5,mudahkan hidup tanpa ribet,Tokopedia,Sangat Positif
Pengguna Google,5,bagus tapi blum ngobak Sampek barang nya,Tokopedia,Sangat Positif
Pengguna Google,1,"Seller sangat bagus eh rekomendasi kurir sampah banget, harusnya kurir Anteraja jangan masuk di Tokped bikin jatuh rating saja, banyak kok kurir yang punya pelayanan baik ada JNE, JNT dll, masak udah 10 hari gak ada update pengiriman, saran aja kalo mau rating baik penentunya ada kurir yang tersedia di tokped, semoga gak ada lagi Anteraja di Tokopedia",Tokopedia,Sangat Negatif
Pengguna Google,2,lagi belanja tiba² dibatalkan sistem padahal gada masalah,Tokopedia,Negatif
Pengguna Google,3,"Banyak sih varian barangnya, tapi metode pembayaran untuk COD gak semua toko bisa dan juga pemetaan posisi kurir kadang kurang jelas",Tokopedia,Netral
Pengguna Google,3,kolo minta update terus maaf saya auto delete dari Hp saya g butuh butuh banget app belanja belanja.. saya turunan jadi bintang 3,Tokopedia,Netral
Pengguna Google,1,🤦,Tokopedia,Sangat Negatif
Pengguna Google,1,pesan barang tanggal 9 Maret 2025. estimasi sampai ditanggal 13 Maret 2025. sudah hubungi kurirnya berkali2 tidak ada tindaklanjut. Komplain CS Tokopedia ditanggal 16 Maret 2025 karena sudah lewat estimasi. dibales ditanggal 17 Maret 2025 disuruh nunggu 72 jam. ditanggal 20 Maret 2025 tidak direspon. ditanggal 21 Maret 2025 disuruh nunggu lagi sampe tanggal 23 Maret 2025. J&T sama Tokopedia sama2 ga ada otak. Ngulur waktu biar case closed by system. Pikir dua kali pakai e-commerce ini.,Tokopedia,Sangat Negatif
Pengguna Google,1,"saldo saya hilang. saya sudah melakukan pembayaran tapi tidak ada transaksi ditemukan. saya masih memiliki bukti pembayaran pada hari ini. 21 maret 2025. tolong kembalikan saldo saya,saya akan menghapus komentar ini jika pihak tokopedia bersedia menerima komplain saya,saya membawa bukti.",Tokopedia,Sangat Negatif
Pengguna Google,5,suka banget aplikasi iniii,Tokopedia,Sangat Positif
Pengguna Google,4,lagi baik tokped...,Tokopedia,Positif
Pengguna Google,1,Sempat donwload apak ini akhirnya di uninstal gara2 apk engga bisa di buka. Sekarang download lagi malah masih sama kayak sebelumnya dan mulai ngelag lagi,Tokopedia,Sangat Negatif
Pengguna Google,1,pertama kali pesen langsung di biki kecewa . seharus nya kalu emang ngga bisa kirim instan .ngga usah sosoan di bikin bisa .udan 3 hari ngga dateng .Gosen² kulir nya,Tokopedia,Sangat Negatif
Pengguna Google,1,Makin lama makin jelek... Makin banyak toko yang pelayanan asal-asalan... Udah stop aja pake tokopedia,Tokopedia,Sangat Negatif
Pengguna Google,1,"fitur video review barang nya error ya gaes, udh foto produk, tulis review bagus, pas udh video barang 30 detik jadi error ga bs kmn2",Tokopedia,Sangat Negatif
Pengguna Google,5,barang nyaa murmere kwalitas jga bagusss,Tokopedia,Sangat Positif
Pengguna Google,1,"saya ingin membatalkan pesanan karena alamat salah namun tidak diterima oleh penjual, dan bagaimana nasib uang saya, nominalnya 3juta",Tokopedia,Sangat Negatif
Pengguna Google,5,kenapa ga bisa cod,Tokopedia,Sangat Positif
Pengguna Google,5,mantap dah Go-Pay,Tokopedia,Sangat Positif
Pengguna Google,5,oke toko pedia mudah dan banyak cara bayarnya terimakasih toko pedia,Tokopedia,Sangat Positif
Pengguna Google,5,"baru nyoba, ternyata bagus jg blanja di toped",Tokopedia,Sangat Positif
Pengguna Google,5,banyak gratis ongkir daripada toko oren,Tokopedia,Sangat Positif
Pengguna Google,1,"serepot ini ya belanja ditokped(?)mau order produk lewat latop gabisa, disuruh beli ke mobile app biar dpt diskon, pas udh diinstall regist acc, mau belaja malah kendala transaksi, bad experience bgt, padahal payment metode udh qris , pake payment metode lain juga gabisa mau order dr sore sampe ketemu besok paginya masih gabisa, DAN LAGIII CS tokped ASTAGA lemott gila!",Tokopedia,Sangat Negatif
Pengguna Google,1,masak cuma mau ngirim gambar untuk review ulasan harus mikrofon dinyalain? mau maling data pelanggan ya?,Tokopedia,Sangat Negatif
Pengguna Google,1,"kurir bermasalah, estimasi kelewatan gak guna ni aplikasi",Tokopedia,Sangat Negatif
Pengguna Google,5,mudah untuk bertransaksi ok,Tokopedia,Sangat Positif
Pengguna Google,1,aplikasi jelek bosok waktu anatar paket ga sesuai estimasi paket gua blom datang dateng dri 12 maret cok pkok nya jangan pake aplikasi ini pake Shopee wae,Tokopedia,Sangat Negatif
Pengguna Google,1,alah mending tutup aja skalian nih apk. udh di co payment kok ilang dari riwayat transaksi,Tokopedia,Sangat Negatif
Pengguna Google,5,cepat tepat waktu,Tokopedia,Sangat Positif
Pengguna Google,1,"parah banget tokped pantesan kalah saing dg toko Oren, pembelian tanggal 17 Maret 2025, sampai 21 Maret 2025. masih di proses minta pengembalian dana ( return) nunggu seminggu baru bisa balik duit nya, admin pada ngapain aja kerjanya. lelet , lllemoddd",Tokopedia,Sangat Negatif
Pengguna Google,1,"Aplikasi yg sekarang sangat jelek, tidak simple, banyak yg bug deuh,,,,",Tokopedia,Sangat Negatif
Pengguna Google,1,ribet bayar duluan tak bayar cod nya uninstal stop aja,Tokopedia,Sangat Negatif
Pengguna Google,5,pengembalian dari gagal transaksi pembelian dari penjual.. aman... sekedar masukan untuk gagal transaksi ini ... Margin waktunya jangan terlalu lama... biar bisa cepat cari yg lain. trimakasih,Tokopedia,Sangat Positif
Pengguna Google,2,"Maaf ratingnya saya ubah, tolonglah toped yg benar klo kasih kebijakan. pesanan saya 3 hari belum dikirim sama panjual, trs saya chat tdk dibalas. kemudian saya cancel kenapa dana ditahan alasan menunggu persetujuan penjual (padahal penjual tdk aktif). bikin kesel saja, ini mirip sama si merah yg sdh bangkrut (karena kebijakan yg merugikan pembeli)",Tokopedia,Negatif
Pengguna Google,5,luar biasa barangvreal.pict ..pembayaran mudah,Tokopedia,Sangat Positif
Pengguna Google,1,pembalian dg tranfer sdh hampir 2 Minggu barang gk smpe smpe... dsrh menunggu... menunggu dan menunggu,Tokopedia,Sangat Negatif
Pengguna Google,5,"Sering bikin customer keselll, masak dapat voucher giliran di klik bayar sekarang muncul tulisan voucher tidak dapat digunakan‼️ lha niat ngasih voucher apa nggak, bikin keselll ibu² aja hufft",Tokopedia,Sangat Positif
Pengguna Google,3,jangan pelit pelit voucer gratis ongkir dong,Tokopedia,Netral
Pengguna Google,2,"upgrade lagi dong sistem pembatalan otomatis nya jangan kelamaan, udah gitu harus nunggu persetujuan penjual. kalo barang yang belum di proses langsung batal aja gausah nunggu persetujuan, udah mah toko nya slow respon, 5hari baru dibales bilang akan di proses, padahal udah dibatalin dari hari ke 3 karna gak di proses proses. batal otomatis nunggu 9hari dulu. kelamaan, orang yang butuh cepet jadi susah, mau pesen di yang lain takut yang ini dikirim, males kalo harus pengembalian barang",Tokopedia,Negatif
Pengguna Google,2,"pesanan sedang di proses penjual, tapi tokonya ga aktif. di chat ga ngebales2 . minta pengajuan pembatalan nunggu acc toko, ada pembatalan otomatis harus nunggu lebih dari seminggu, kelamaan. mana barang mau di pake. tolong di perbaiki n di permudah sistem nya min, biar kita sama2 enak",Tokopedia,Negatif
Pengguna Google,5,"TOLONG HAPUS KURRIR JNE !! sangat mengecewakan , itu pun kalau mau Tokopedia Ramai kembali Pembeli, Sangat Merusak Kurrir JNE parah sampai 10 hari belum diterima sudah sering lebih dari 100 kali , Males Lihar JNE di tokopedia",Tokopedia,Sangat Positif
Pengguna Google,3,Setiap pesanan yang dibatalkan sama aplikasi ataupun sama penjual/pembeli selalu saja pengembalian dana terpotong biaya aplikasi.... klo setiap beli selalu dibatalkan bisa2 nombok terus dong 👎🏼,Tokopedia,Netral
Pengguna Google,1,"beli barang yang cuma 4000perak tapi ongkirnya lebih mahal 13000 masa lebih mahal ongkos kirimnya ,dan katanya bebas ongkir pengiriman barang ternyata bayar ongkir juga",Tokopedia,Sangat Negatif
Pengguna Google,1,penjual tidak mau melayani pembelian gimana sih kok tidak bertanggung jawab udah dibayar udah ada seminggu tapi belum dikirim-kirim paketnya mending beli di shopee apa di Lazada penjualnya kerja daripada di sini,Tokopedia,Sangat Negatif
Pengguna Google,5,sangat membantu dalam proses belanja,Tokopedia,Sangat Positif
Pengguna Google,1,paling GK suka sama apl ini apl nya pelit jarang ngadain diskon Kya apl lain pengembalian barang ongkir di tanggung sendiri klaim gratis ongkir pun ribet harus pke KTP dan lain sebagainya udah mau tutup malah gabung sama tiktok 🤦🤦🤦 tiktok mau ajh di ajak kerja sama sama apl yg GK laku ini,Tokopedia,Sangat Negatif
Pengguna Google,1,"Pengirimana kurir yg rekomendasi dari tokopedia cacat banget ,, notif status pengirimanya gak jelas ..Mohon di perbaiki lagi tolonglah !!!! Aplikasi CACAT !!!!!",Tokopedia,Sangat Negatif
Pengguna Google,1,aplikasi apa ini..saya tertipu tapi tidak di respon sama sekalo,Tokopedia,Sangat Negatif
Pengguna Google,5,senang bsa berbelanja ke toko pedia,Tokopedia,Sangat Positif
Pengguna Google,1,aktipkan penghapusan chat inbok risi banyak banget,Tokopedia,Sangat Negatif
Pengguna Google,5,toped..top dan tepat aplikasi jual beli online yang mudah dimegerti .,Tokopedia,Sangat Positif
Pengguna Google,5,aplikasi ini sangat mendukung penggunaa untuk membeli barang online kurang nya hanya di ongkir bisa malah bisa juga murah,Tokopedia,Sangat Positif
Pengguna Google,4,Untuk Tokopedia tolong barang harus lengkap agar pelanggan tidak kecewa dan ada gratis ongkir dong kayak toko online lainnya tolong di perbaiki aplikasi nya dan ada update dan ada maps lacak paket dan foto bukti barang sudah sampai di alamat customer,Tokopedia,Positif
Pengguna Google,2,Makin kesini tokped makin pelit Ongkir.. seharusnya bersaing donk.. jd lebih baik dgn aplikasi lain.. yg bny gratis ongkirnya & banyak bonusnya,Tokopedia,Negatif
Pengguna Google,5,y bgus,Tokopedia,Sangat Positif
Pengguna Google,1,"payah harus update kalo mau Makai apps nya , buat apa coba nge update cuman makan data doang gak ada changelog nya pula",Tokopedia,Sangat Negatif
Pengguna Google,1,"Beli paket data di Tokped, laporan berhasil, tp kuota ga masuk2. Hubungi CS provider, bilangnya pemeliharaan jaringan. Udah lebih dari 1 jam, kuotanya ga masuk2. parah. CS tokpednya juga lbh parah. bls lama.",Tokopedia,Sangat Negatif
Pengguna Google,2,asli ini parah banget buat upload video aja susah nya setengah mati parah banget gak kayak di sebelah cepet banget ini lemot parah,Tokopedia,Negatif
Pengguna Google,1,perbaikan terus nggk beres beres ya mau cekout susah nya alesan perbaikan udah lama banget perasaan,Tokopedia,Sangat Negatif
Pengguna Google,5,murah dan hrmat,Tokopedia,Sangat Positif
Pengguna Google,5,senang dgn Tokopedia karena bisa byr utk tagihan macam2. 👍,Tokopedia,Sangat Positif
Pengguna Google,1,"tolong kembalikan saldo dana saya, saya tidak ada belanja kenapa saldo saya hilang",Tokopedia,Sangat Negatif
Pengguna Google,4,dicoba kebenaran nya,Tokopedia,Positif
Pengguna Google,1,"pantes kalian hampir bangkrut, cara kalian menangani kasus barang hilang, yang sebenernya simple kalian buat ribet! Masa dalam satu bulan satu barang yang hilang sama kurir gak ada pertanggung jawabanya? minta bukti resi pengirimlah, padahalkan gak mungkin bisa di pick up sama kurir kalo data resinya beda! padahal kalian tinggal cek di mana terakhir barangnya hilang sama siapa hilangnya, terus tindak! belanja online itu untuk mempermudah dan efisiensi waktu, tapi yang ada ini malah ribetnya!",Tokopedia,Sangat Negatif
Pengguna Google,5,"mantab ,utk keamana pembeli ,banyak diskon ongkir tinggal komplitin aja barang2 nya",Tokopedia,Sangat Positif
Pengguna Google,5,transaksi yg mudah,Tokopedia,Sangat Positif
Pengguna Google,5,sangat membantu & menyenangkan 🥳🙏,Tokopedia,Sangat Positif
Pengguna Google,1,pesen minyak yg datang cashing HP🤣🤣🤣🤣pada saat mau return barang udh sampai di titik drop off eh no Booking ga kluar2. ngerjain org ga sih....,Tokopedia,Sangat Negatif
Pengguna Google,4,saya mau gabung tokped beta,Tokopedia,Positif
Pengguna Google,1,Kurir rekomendasi parah...,Tokopedia,Sangat Negatif
Pengguna Google,1,"nambah tahun nambah menurun pelayanannya, untuk pengajuan komplain pengembalian barang yang cacat produksi tidak bisa di terima",Tokopedia,Sangat Negatif
